row.names,value,nme,method,time
7234,  53450,dst r4-local,obs,(12/25/98 14:20:00)
7235,  39019,dst switch,obs,(12/25/98 14:20:00)
7236,  16010,dst r4-others,obs,(12/25/98 14:20:00)
7237,  84570,dst gw1,obs,(12/25/98 14:20:00)
7238,  12242,dst gw2,obs,(12/25/98 14:20:00)
7239,  29338,dst gw3,obs,(12/25/98 14:20:00)
7240,    645,dst gw-others,obs,(12/25/98 14:20:00)
7267,  30727,ori router5,obs,(12/25/98 14:25:00)
7268,  35595,ori r4-local,obs,(12/25/98 14:25:00)
7269,  16304,ori switch,obs,(12/25/98 14:25:00)
7270,  18744,ori r4-others,obs,(12/25/98 14:25:00)
7271,  22896,ori gw1,obs,(12/25/98 14:25:00)
7272,  23628,ori gw2,obs,(12/25/98 14:25:00)
7273,  82166,ori gw3,obs,(12/25/98 14:25:00)
7274,   5436,ori gw-others,obs,(12/25/98 14:25:00)
7275,   7611,dst router5,obs,(12/25/98 14:25:00)
7276,  46537,dst r4-local,obs,(12/25/98 14:25:00)
7277,  40538,dst switch,obs,(12/25/98 14:25:00)
7278,  22219,dst r4-others,obs,(12/25/98 14:25:00)
7279,  80110,dst gw1,obs,(12/25/98 14:25:00)
7280,  14172,dst gw2,obs,(12/25/98 14:25:00)
7281,  23460,dst gw3,obs,(12/25/98 14:25:00)
7282,    848,dst gw-others,obs,(12/25/98 14:25:00)
7309,  31325,ori router5,obs,(12/25/98 14:29:59)
7310,  36952,ori r4-local,obs,(12/25/98 14:29:59)
7311,  12549,ori switch,obs,(12/25/98 14:29:59)
7312,  16318,ori r4-others,obs,(12/25/98 14:29:59)
7313,  24420,ori gw1,obs,(12/25/98 14:29:59)
7314,  25795,ori gw2,obs,(12/25/98 14:29:59)
7315,  76320,ori gw3,obs,(12/25/98 14:29:59)
7316,   2363,ori gw-others,obs,(12/25/98 14:29:59)
7317,   7515,dst router5,obs,(12/25/98 14:29:59)
7318,  41447,dst r4-local,obs,(12/25/98 14:29:59)
7319,  39767,dst switch,obs,(12/25/98 14:29:59)
7320,  20546,dst r4-others,obs,(12/25/98 14:29:59)
7321,  75132,dst gw1,obs,(12/25/98 14:29:59)
7322,  15103,dst gw2,obs,(12/25/98 14:29:59)
7323,  25973,dst gw3,obs,(12/25/98 14:29:59)
7324,    559,dst gw-others,obs,(12/25/98 14:29:59)
7351,  42976,ori router5,obs,(12/25/98 14:34:59)
7352,  44689,ori r4-local,obs,(12/25/98 14:34:59)
7353,   9309,ori switch,obs,(12/25/98 14:34:59)
7354,  13085,ori r4-others,obs,(12/25/98 14:34:59)
7355,  19743,ori gw1,obs,(12/25/98 14:34:59)
7356,  26323,ori gw2,obs,(12/25/98 14:34:59)
7357,  82115,ori gw3,obs,(12/25/98 14:34:59)
7358,   2857,ori gw-others,obs,(12/25/98 14:34:59)
7359,   7985,dst router5,obs,(12/25/98 14:34:59)
7360,  40227,dst r4-local,obs,(12/25/98 14:34:59)
7361,  42232,dst switch,obs,(12/25/98 14:34:59)
7362,  31770,dst r4-others,obs,(12/25/98 14:34:59)
7363,  83773,dst gw1,obs,(12/25/98 14:34:59)
7364,  16670,dst gw2,obs,(12/25/98 14:34:59)
7365,  17808,dst gw3,obs,(12/25/98 14:34:59)
7366,    631,dst gw-others,obs,(12/25/98 14:34:59)
7393,  56688,ori router5,obs,(12/25/98 14:40:00)
7394,  32288,ori r4-local,obs,(12/25/98 14:40:00)
7395,   8419,ori switch,obs,(12/25/98 14:40:00)
7396,  11762,ori r4-others,obs,(12/25/98 14:40:00)
7397,  18598,ori gw1,obs,(12/25/98 14:40:00)
7398,  23055,ori gw2,obs,(12/25/98 14:40:00)
7399,  55714,ori gw3,obs,(12/25/98 14:40:00)
7400,   6502,ori gw-others,obs,(12/25/98 14:40:00)
7401,   9548,dst router5,obs,(12/25/98 14:40:00)
7402,  31227,dst r4-local,obs,(12/25/98 14:40:00)
7403,  35544,dst switch,obs,(12/25/98 14:40:00)
7404,  43263,dst r4-others,obs,(12/25/98 14:40:00)
7405,  55295,dst gw1,obs,(12/25/98 14:40:00)
7406,  16936,dst gw2,obs,(12/25/98 14:40:00)
7407,  20477,dst gw3,obs,(12/25/98 14:40:00)
7408,    735,dst gw-others,obs,(12/25/98 14:40:00)
7435,  43408,ori router5,obs,(12/25/98 14:45:00)
7436,  61360,ori r4-local,obs,(12/25/98 14:45:00)
7437,   9446,ori switch,obs,(12/25/98 14:45:00)
7438,   9259,ori r4-others,obs,(12/25/98 14:45:00)
7439,  33251,ori gw1,obs,(12/25/98 14:45:00)
7440,  27381,ori gw2,obs,(12/25/98 14:45:00)
7441,  70134,ori gw3,obs,(12/25/98 14:45:00)
7442,   3556,ori gw-others,obs,(12/25/98 14:45:00)
7443,   7360,dst router5,obs,(12/25/98 14:45:00)
7444,  44733,dst r4-local,obs,(12/25/98 14:45:00)
7445,  49375,dst switch,obs,(12/25/98 14:45:00)
7446,  30214,dst r4-others,obs,(12/25/98 14:45:00)
7447,  71370,dst gw1,obs,(12/25/98 14:45:00)
7448,  16720,dst gw2,obs,(12/25/98 14:45:00)
7449,  37545,dst gw3,obs,(12/25/98 14:45:00)
7450,    477,dst gw-others,obs,(12/25/98 14:45:00)
7477,  47106,ori router5,obs,(12/25/98 14:49:59)
7478,  56886,ori r4-local,obs,(12/25/98 14:49:59)
7479,  15855,ori switch,obs,(12/25/98 14:49:59)
7480,   8653,ori r4-others,obs,(12/25/98 14:49:59)
7481,  31155,ori gw1,obs,(12/25/98 14:49:59)
7482,  29247,ori gw2,obs,(12/25/98 14:49:59)
7483,  71043,ori gw3,obs,(12/25/98 14:49:59)
7484,   1981,ori gw-others,obs,(12/25/98 14:49:59)
7485,   6719,dst router5,obs,(12/25/98 14:49:59)
7486,  49414,dst r4-local,obs,(12/25/98 14:49:59)
7487,  43851,dst switch,obs,(12/25/98 14:49:59)
7488,  35593,dst r4-others,obs,(12/25/98 14:49:59)
7489,  71259,dst gw1,obs,(12/25/98 14:49:59)
7490,  12225,dst gw2,obs,(12/25/98 14:49:59)
7491,  42394,dst gw3,obs,(12/25/98 14:49:59)
7492,    446,dst gw-others,obs,(12/25/98 14:49:59)
7519,  32439,ori router5,obs,(12/25/98 14:54:59)
7520,  40873,ori r4-local,obs,(12/25/98 14:54:59)
7521,  10138,ori switch,obs,(12/25/98 14:54:59)
7522,  10633,ori r4-others,obs,(12/25/98 14:54:59)
7523,  31012,ori gw1,obs,(12/25/98 14:54:59)
7524,  30834,ori gw2,obs,(12/25/98 14:54:59)
7525,  80673,ori gw3,obs,(12/25/98 14:54:59)
7526,   2535,ori gw-others,obs,(12/25/98 14:54:59)
7527,   9195,dst router5,obs,(12/25/98 14:54:59)
7528,  38839,dst r4-local,obs,(12/25/98 14:54:59)
7529,  40148,dst switch,obs,(12/25/98 14:54:59)
7530,  19003,dst r4-others,obs,(12/25/98 14:54:59)
7531,  81720,dst gw1,obs,(12/25/98 14:54:59)
7532,  10168,dst gw2,obs,(12/25/98 14:54:59)
7533,  39694,dst gw3,obs,(12/25/98 14:54:59)
7534,    370,dst gw-others,obs,(12/25/98 14:54:59)
7561,  32373,ori router5,obs,(12/25/98 15:00:00)
7562,  31363,ori r4-local,obs,(12/25/98 15:00:00)
7563,  12146,ori switch,obs,(12/25/98 15:00:00)
7564,   7125,ori r4-others,obs,(12/25/98 15:00:00)
7565,  36873,ori gw1,obs,(12/25/98 15:00:00)
7566,  28444,ori gw2,obs,(12/25/98 15:00:00)
7567,  56731,ori gw3,obs,(12/25/98 15:00:00)
7568,    833,ori gw-others,obs,(12/25/98 15:00:00)
7569,   8973,dst router5,obs,(12/25/98 15:00:00)
7570,  31402,dst r4-local,obs,(12/25/98 15:00:00)
7571,  32519,dst switch,obs,(12/25/98 15:00:00)
7572,  16285,dst r4-others,obs,(12/25/98 15:00:00)
7573,  54821,dst gw1,obs,(12/25/98 15:00:00)
7574,  18978,dst gw2,obs,(12/25/98 15:00:00)
7575,  42734,dst gw3,obs,(12/25/98 15:00:00)
7576,    183,dst gw-others,obs,(12/25/98 15:00:00)
7603,  30015,ori router5,obs,(12/25/98 15:05:00)
7604,  38123,ori r4-local,obs,(12/25/98 15:05:00)
7605,  14333,ori switch,obs,(12/25/98 15:05:00)
7606,   8943,ori r4-others,obs,(12/25/98 15:05:00)
7607,  28402,ori gw1,obs,(12/25/98 15:05:00)
7608,  37440,ori gw2,obs,(12/25/98 15:05:00)
7609,  73646,ori gw3,obs,(12/25/98 15:05:00)
7610,   3381,ori gw-others,obs,(12/25/98 15:05:00)
7611,   6291,dst router5,obs,(12/25/98 15:05:00)
7612,  36047,dst r4-local,obs,(12/25/98 15:05:00)
7613,  42308,dst switch,obs,(12/25/98 15:05:00)
7614,  16405,dst r4-others,obs,(12/25/98 15:05:00)
7615,  74821,dst gw1,obs,(12/25/98 15:05:00)
7616,  21589,dst gw2,obs,(12/25/98 15:05:00)
7617,  36490,dst gw3,obs,(12/25/98 15:05:00)
7618,    333,dst gw-others,obs,(12/25/98 15:05:00)
7645,  35355,ori router5,obs,(12/25/98 15:10:00)
7646,  40576,ori r4-local,obs,(12/25/98 15:10:00)
7647,  16988,ori switch,obs,(12/25/98 15:10:00)
7648,   6435,ori r4-others,obs,(12/25/98 15:10:00)
7649,  17484,ori gw1,obs,(12/25/98 15:10:00)
7650,  41429,ori gw2,obs,(12/25/98 15:10:00)
7651,  68692,ori gw3,obs,(12/25/98 15:10:00)
7652,  10016,ori gw-others,obs,(12/25/98 15:10:00)
7653,  11145,dst router5,obs,(12/25/98 15:10:00)
7654,  38837,dst r4-local,obs,(12/25/98 15:10:00)
7655,  55351,dst switch,obs,(12/25/98 15:10:00)
7656,  17835,dst r4-others,obs,(12/25/98 15:10:00)
7657,  65867,dst gw1,obs,(12/25/98 15:10:00)
7658,  17925,dst gw2,obs,(12/25/98 15:10:00)
7659,  29462,dst gw3,obs,(12/25/98 15:10:00)
7660,    549,dst gw-others,obs,(12/25/98 15:10:00)
7687,  35410,ori router5,obs,(12/25/98 15:14:59)
7688,  40600,ori r4-local,obs,(12/25/98 15:14:59)
7689,  17015,ori switch,obs,(12/25/98 15:14:59)
7690,   6420,ori r4-others,obs,(12/25/98 15:14:59)
7691,  17412,ori gw1,obs,(12/25/98 15:14:59)
7692,  41443,ori gw2,obs,(12/25/98 15:14:59)
7693,  68658,ori gw3,obs,(12/25/98 15:14:59)
7694,  10040,ori gw-others,obs,(12/25/98 15:14:59)
7695,  11202,dst router5,obs,(12/25/98 15:14:59)
7696,  38887,dst r4-local,obs,(12/25/98 15:14:59)
7697,  55514,dst switch,obs,(12/25/98 15:14:59)
7698,  17857,dst r4-others,obs,(12/25/98 15:14:59)
7699,  65719,dst gw1,obs,(12/25/98 15:14:59)
7700,  17890,dst gw2,obs,(12/25/98 15:14:59)
7701,  29377,dst gw3,obs,(12/25/98 15:14:59)
7702,    549,dst gw-others,obs,(12/25/98 15:14:59)
7729,  31931,ori router5,obs,(12/25/98 15:19:59)
7730,  43044,ori r4-local,obs,(12/25/98 15:19:59)
7731,  19966,ori switch,obs,(12/25/98 15:19:59)
7732,   5280,ori r4-others,obs,(12/25/98 15:19:59)
7733,  19365,ori gw1,obs,(12/25/98 15:19:59)
7734,  38597,ori gw2,obs,(12/25/98 15:19:59)
7735,  87641,ori gw3,obs,(12/25/98 15:19:59)
7736,    946,ori gw-others,obs,(12/25/98 15:19:59)
7737,  17875,dst router5,obs,(12/25/98 15:19:59)
7738,  43720,dst r4-local,obs,(12/25/98 15:19:59)
7739,  51350,dst switch,obs,(12/25/98 15:19:59)
7740,  13731,dst r4-others,obs,(12/25/98 15:19:59)
7741,  74604,dst gw1,obs,(12/25/98 15:19:59)
7742,  17148,dst gw2,obs,(12/25/98 15:19:59)
7743,  28117,dst gw3,obs,(12/25/98 15:19:59)
7744,    217,dst gw-others,obs,(12/25/98 15:19:59)
7771,  33654,ori router5,obs,(12/25/98 15:25:00)
7772,  37830,ori r4-local,obs,(12/25/98 15:25:00)
7773,  14993,ori switch,obs,(12/25/98 15:25:00)
7774,   6455,ori r4-others,obs,(12/25/98 15:25:00)
7775,  29114,ori gw1,obs,(12/25/98 15:25:00)
7776,  37036,ori gw2,obs,(12/25/98 15:25:00)
7777,  77731,ori gw3,obs,(12/25/98 15:25:00)
7778,   2087,ori gw-others,obs,(12/25/98 15:25:00)
7779,  16005,dst router5,obs,(12/25/98 15:25:00)
7780,  41114,dst r4-local,obs,(12/25/98 15:25:00)
7781,  39353,dst switch,obs,(12/25/98 15:25:00)
7782,  15363,dst r4-others,obs,(12/25/98 15:25:00)
7783,  67567,dst gw1,obs,(12/25/98 15:25:00)
7784,  18930,dst gw2,obs,(12/25/98 15:25:00)
7785,  40260,dst gw3,obs,(12/25/98 15:25:00)
7786,    300,dst gw-others,obs,(12/25/98 15:25:00)
7813,  34489,ori router5,obs,(12/25/98 15:30:00)
7814,  38104,ori r4-local,obs,(12/25/98 15:30:00)
7815,  12535,ori switch,obs,(12/25/98 15:30:00)
7816,   6086,ori r4-others,obs,(12/25/98 15:30:00)
7817,  24853,ori gw1,obs,(12/25/98 15:30:00)
7818,  36660,ori gw2,obs,(12/25/98 15:30:00)
7819,  80420,ori gw3,obs,(12/25/98 15:30:00)
7820,   3516,ori gw-others,obs,(12/25/98 15:30:00)
7821,  13678,dst router5,obs,(12/25/98 15:30:00)
7822,  39570,dst r4-local,obs,(12/25/98 15:30:00)
7823,  41518,dst switch,obs,(12/25/98 15:30:00)
7824,  14663,dst r4-others,obs,(12/25/98 15:30:00)
7825,  75427,dst gw1,obs,(12/25/98 15:30:00)
7826,  14881,dst gw2,obs,(12/25/98 15:30:00)
7827,  36450,dst gw3,obs,(12/25/98 15:30:00)
7828,    472,dst gw-others,obs,(12/25/98 15:30:00)
7855,  32072,ori router5,obs,(12/25/98 15:34:59)
7856,  44550,ori r4-local,obs,(12/25/98 15:34:59)
7857,  11668,ori switch,obs,(12/25/98 15:34:59)
7858,   5020,ori r4-others,obs,(12/25/98 15:34:59)
7859,  25568,ori gw1,obs,(12/25/98 15:34:59)
7860,  66397,ori gw2,obs,(12/25/98 15:34:59)
7861,  62778,ori gw3,obs,(12/25/98 15:34:59)
7862,   8362,ori gw-others,obs,(12/25/98 15:34:59)
7863,  13360,dst router5,obs,(12/25/98 15:34:59)
7864,  41329,dst r4-local,obs,(12/25/98 15:34:59)
7865,  49344,dst switch,obs,(12/25/98 15:34:59)
7866,  14755,dst r4-others,obs,(12/25/98 15:34:59)
7867,  65035,dst gw1,obs,(12/25/98 15:34:59)
7868,  21460,dst gw2,obs,(12/25/98 15:34:59)
7869,  49784,dst gw3,obs,(12/25/98 15:34:59)
7870,   1313,dst gw-others,obs,(12/25/98 15:34:59)
7897,  36719,ori router5,obs,(12/25/98 15:39:59)
7898,  37707,ori r4-local,obs,(12/25/98 15:39:59)
7899,  11736,ori switch,obs,(12/25/98 15:39:59)
7900,   6003,ori r4-others,obs,(12/25/98 15:39:59)
7901,  21395,ori gw1,obs,(12/25/98 15:39:59)
7902,  23137,ori gw2,obs,(12/25/98 15:39:59)
7903,  54672,ori gw3,obs,(12/25/98 15:39:59)
7904,  10036,ori gw-others,obs,(12/25/98 15:39:59)
7905,  13109,dst router5,obs,(12/25/98 15:39:59)
7906,  38653,dst r4-local,obs,(12/25/98 15:39:59)
7907,  37345,dst switch,obs,(12/25/98 15:39:59)
7908,  16205,dst r4-others,obs,(12/25/98 15:39:59)
7909,  51408,dst gw1,obs,(12/25/98 15:39:59)
7910,  14508,dst gw2,obs,(12/25/98 15:39:59)
7911,  29246,dst gw3,obs,(12/25/98 15:39:59)
7912,    930,dst gw-others,obs,(12/25/98 15:39:59)
7939,  54713,ori router5,obs,(12/25/98 15:45:00)
7940,  53543,ori r4-local,obs,(12/25/98 15:45:00)
7941,  11901,ori switch,obs,(12/25/98 15:45:00)
7942,   9457,ori r4-others,obs,(12/25/98 15:45:00)
7943,  54159,ori gw1,obs,(12/25/98 15:45:00)
7944,  22442,ori gw2,obs,(12/25/98 15:45:00)
7945,  70346,ori gw3,obs,(12/25/98 15:45:00)
7946,  11864,ori gw-others,obs,(12/25/98 15:45:00)
7947,  16897,dst router5,obs,(12/25/98 15:45:00)
7948,  55172,dst r4-local,obs,(12/25/98 15:45:00)
7949,  44607,dst switch,obs,(12/25/98 15:45:00)
7950,  20070,dst r4-others,obs,(12/25/98 15:45:00)
7951,  65624,dst gw1,obs,(12/25/98 15:45:00)
7952,  45159,dst gw2,obs,(12/25/98 15:45:00)
7953,  40015,dst gw3,obs,(12/25/98 15:45:00)
7954,    839,dst gw-others,obs,(12/25/98 15:45:00)
7981,  42772,ori router5,obs,(12/25/98 15:50:00)
7982,  58872,ori r4-local,obs,(12/25/98 15:50:00)
7983,  15414,ori switch,obs,(12/25/98 15:50:00)
7984,   8093,ori r4-others,obs,(12/25/98 15:50:00)
7985,  23251,ori gw1,obs,(12/25/98 15:50:00)
7986,  23059,ori gw2,obs,(12/25/98 15:50:00)
7987,  76187,ori gw3,obs,(12/25/98 15:50:00)
7988,   9243,ori gw-others,obs,(12/25/98 15:50:00)
7989,  14684,dst router5,obs,(12/25/98 15:50:00)
7990,  66893,dst r4-local,obs,(12/25/98 15:50:00)
7991,  35120,dst switch,obs,(12/25/98 15:50:00)
7992,  18815,dst r4-others,obs,(12/25/98 15:50:00)
7993,  63669,dst gw1,obs,(12/25/98 15:50:00)
7994,  14529,dst gw2,obs,(12/25/98 15:50:00)
7995,  42493,dst gw3,obs,(12/25/98 15:50:00)
7996,    731,dst gw-others,obs,(12/25/98 15:50:00)
8023,  36282,ori router5,obs,(12/25/98 15:55:00)
8024,  63297,ori r4-local,obs,(12/25/98 15:55:00)
8025,  14605,ori switch,obs,(12/25/98 15:55:00)
8026,   7448,ori r4-others,obs,(12/25/98 15:55:00)
8027,  20480,ori gw1,obs,(12/25/98 15:55:00)
8028,  24295,ori gw2,obs,(12/25/98 15:55:00)
8029,  86662,ori gw3,obs,(12/25/98 15:55:00)
8030,   2563,ori gw-others,obs,(12/25/98 15:55:00)
8031,  14457,dst router5,obs,(12/25/98 15:55:00)
8032,  62470,dst r4-local,obs,(12/25/98 15:55:00)
8033,  36196,dst switch,obs,(12/25/98 15:55:00)
8034,  15640,dst r4-others,obs,(12/25/98 15:55:00)
8035,  76016,dst gw1,obs,(12/25/98 15:55:00)
8036,  15339,dst gw2,obs,(12/25/98 15:55:00)
8037,  35152,dst gw3,obs,(12/25/98 15:55:00)
8038,    371,dst gw-others,obs,(12/25/98 15:55:00)
8065,  36885,ori router5,obs,(12/25/98 15:59:59)
8066,  38374,ori r4-local,obs,(12/25/98 15:59:59)
8067,  11073,ori switch,obs,(12/25/98 15:59:59)
8068,   6384,ori r4-others,obs,(12/25/98 15:59:59)
8069,  26006,ori gw1,obs,(12/25/98 15:59:59)
8070,  53332,ori gw2,obs,(12/25/98 15:59:59)
8071,  77983,ori gw3,obs,(12/25/98 15:59:59)
8072,  20553,ori gw-others,obs,(12/25/98 15:59:59)
8073,  21663,dst router5,obs,(12/25/98 15:59:59)
8074,  36863,dst r4-local,obs,(12/25/98 15:59:59)
8075,  35979,dst switch,obs,(12/25/98 15:59:59)
8076,  16128,dst r4-others,obs,(12/25/98 15:59:59)
8077,  72976,dst gw1,obs,(12/25/98 15:59:59)
8078,  19901,dst gw2,obs,(12/25/98 15:59:59)
8079,  65985,dst gw3,obs,(12/25/98 15:59:59)
8080,   1082,dst gw-others,obs,(12/25/98 15:59:59)
8107,  39923,ori router5,obs,(12/25/98 16:04:59)
8108,  49132,ori r4-local,obs,(12/25/98 16:04:59)
8109,  13429,ori switch,obs,(12/25/98 16:04:59)
8110,   8033,ori r4-others,obs,(12/25/98 16:04:59)
8111,  14765,ori gw1,obs,(12/25/98 16:04:59)
8112,  31491,ori gw2,obs,(12/25/98 16:04:59)
8113,  74167,ori gw3,obs,(12/25/98 16:04:59)
8114,   3328,ori gw-others,obs,(12/25/98 16:04:59)
8115,  11974,dst router5,obs,(12/25/98 16:04:59)
8116,  48990,dst r4-local,obs,(12/25/98 16:04:59)
8117,  45812,dst switch,obs,(12/25/98 16:04:59)
8118,  17232,dst r4-others,obs,(12/25/98 16:04:59)
8119,  66371,dst gw1,obs,(12/25/98 16:04:59)
8120,  16996,dst gw2,obs,(12/25/98 16:04:59)
8121,  26529,dst gw3,obs,(12/25/98 16:04:59)
8122,    363,dst gw-others,obs,(12/25/98 16:04:59)
8149,  37354,ori router5,obs,(12/25/98 16:10:00)
8150,  41909,ori r4-local,obs,(12/25/98 16:10:00)
8151,   9716,ori switch,obs,(12/25/98 16:10:00)
8152,  10000,ori r4-others,obs,(12/25/98 16:10:00)
8153,  18881,ori gw1,obs,(12/25/98 16:10:00)
8154,  31960,ori gw2,obs,(12/25/98 16:10:00)
8155,  76401,ori gw3,obs,(12/25/98 16:10:00)
8156,   3952,ori gw-others,obs,(12/25/98 16:10:00)
8157,  10859,dst router5,obs,(12/25/98 16:10:00)
8158,  43044,dst r4-local,obs,(12/25/98 16:10:00)
8159,  48220,dst switch,obs,(12/25/98 16:10:00)
8160,  17742,dst r4-others,obs,(12/25/98 16:10:00)
8161,  57757,dst gw1,obs,(12/25/98 16:10:00)
8162,  17315,dst gw2,obs,(12/25/98 16:10:00)
8163,  34634,dst gw3,obs,(12/25/98 16:10:00)
8164,    600,dst gw-others,obs,(12/25/98 16:10:00)
8191,  37337,ori router5,obs,(12/25/98 16:15:00)
8192,  41835,ori r4-local,obs,(12/25/98 16:15:00)
8193,   9679,ori switch,obs,(12/25/98 16:15:00)
8194,  10016,ori r4-others,obs,(12/25/98 16:15:00)
8195,  18910,ori gw1,obs,(12/25/98 16:15:00)
8196,  31965,ori gw2,obs,(12/25/98 16:15:00)
8197,  76417,ori gw3,obs,(12/25/98 16:15:00)
8198,   3958,ori gw-others,obs,(12/25/98 16:15:00)
8199,  10854,dst router5,obs,(12/25/98 16:15:00)
8200,  42989,dst r4-local,obs,(12/25/98 16:15:00)
8201,  48251,dst switch,obs,(12/25/98 16:15:00)
8202,  17751,dst r4-others,obs,(12/25/98 16:15:00)
8203,  57679,dst gw1,obs,(12/25/98 16:15:00)
8204,  17311,dst gw2,obs,(12/25/98 16:15:00)
8205,  34679,dst gw3,obs,(12/25/98 16:15:00)
8206,    603,dst gw-others,obs,(12/25/98 16:15:00)
8233,  44173,ori router5,obs,(12/25/98 16:19:59)
8234,  34221,ori r4-local,obs,(12/25/98 16:19:59)
8235,  14402,ori switch,obs,(12/25/98 16:19:59)
8236,  11537,ori r4-others,obs,(12/25/98 16:19:59)
8237,  33406,ori gw1,obs,(12/25/98 16:19:59)
8238,  27559,ori gw2,obs,(12/25/98 16:19:59)
8239,  89556,ori gw3,obs,(12/25/98 16:19:59)
8240,   5365,ori gw-others,obs,(12/25/98 16:19:59)
8241,  14435,dst router5,obs,(12/25/98 16:19:59)
8242,  43680,dst r4-local,obs,(12/25/98 16:19:59)
8243,  57607,dst switch,obs,(12/25/98 16:19:59)
8244,  19190,dst r4-others,obs,(12/25/98 16:19:59)
8245,  59762,dst gw1,obs,(12/25/98 16:19:59)
8246,  16046,dst gw2,obs,(12/25/98 16:19:59)
8247,  48723,dst gw3,obs,(12/25/98 16:19:59)
8248,    764,dst gw-others,obs,(12/25/98 16:19:59)
8275,  30821,ori router5,obs,(12/25/98 16:24:59)
8276,  39768,ori r4-local,obs,(12/25/98 16:24:59)
8277,  14718,ori switch,obs,(12/25/98 16:24:59)
8278,   8444,ori r4-others,obs,(12/25/98 16:24:59)
8279,  24530,ori gw1,obs,(12/25/98 16:24:59)
8280,  29218,ori gw2,obs,(12/25/98 16:24:59)
8281,  87513,ori gw3,obs,(12/25/98 16:24:59)
8282,   4730,ori gw-others,obs,(12/25/98 16:24:59)
8283,   8650,dst router5,obs,(12/25/98 16:24:59)
8284,  42013,dst r4-local,obs,(12/25/98 16:24:59)
8285,  51899,dst switch,obs,(12/25/98 16:24:59)
8286,  17071,dst r4-others,obs,(12/25/98 16:24:59)
8287,  64485,dst gw1,obs,(12/25/98 16:24:59)
8288,  17506,dst gw2,obs,(12/25/98 16:24:59)
8289,  37156,dst gw3,obs,(12/25/98 16:24:59)
8290,    959,dst gw-others,obs,(12/25/98 16:24:59)
8317,  34437,ori router5,obs,(12/25/98 16:30:00)
8318,  43402,ori r4-local,obs,(12/25/98 16:30:00)
8319,  12988,ori switch,obs,(12/25/98 16:30:00)
8320,   8512,ori r4-others,obs,(12/25/98 16:30:00)
8321,  26246,ori gw1,obs,(12/25/98 16:30:00)
8322,  29388,ori gw2,obs,(12/25/98 16:30:00)
8323,  63740,ori gw3,obs,(12/25/98 16:30:00)
8324,   3577,ori gw-others,obs,(12/25/98 16:30:00)
8325,   7638,dst router5,obs,(12/25/98 16:30:00)
8326,  48056,dst r4-local,obs,(12/25/98 16:30:00)
8327,  43346,dst switch,obs,(12/25/98 16:30:00)
8328,  19535,dst r4-others,obs,(12/25/98 16:30:00)
8329,  51198,dst gw1,obs,(12/25/98 16:30:00)
8330,  17161,dst gw2,obs,(12/25/98 16:30:00)
8331,  35019,dst gw3,obs,(12/25/98 16:30:00)
8332,    344,dst gw-others,obs,(12/25/98 16:30:00)
8359,  39352,ori router5,obs,(12/25/98 16:35:00)
8360,  62037,ori r4-local,obs,(12/25/98 16:35:00)
8361,  12221,ori switch,obs,(12/25/98 16:35:00)
8362,   7559,ori r4-others,obs,(12/25/98 16:35:00)
8363,  26993,ori gw1,obs,(12/25/98 16:35:00)
8364,  30273,ori gw2,obs,(12/25/98 16:35:00)
8365,  91142,ori gw3,obs,(12/25/98 16:35:00)
8366,   1961,ori gw-others,obs,(12/25/98 16:35:00)
8367,  15516,dst router5,obs,(12/25/98 16:35:00)
8368,  65484,dst r4-local,obs,(12/25/98 16:35:00)
8369,  43136,dst switch,obs,(12/25/98 16:35:00)
8370,  14734,dst r4-others,obs,(12/25/98 16:35:00)
8371,  69747,dst gw1,obs,(12/25/98 16:35:00)
8372,  16972,dst gw2,obs,(12/25/98 16:35:00)
8373,  45665,dst gw3,obs,(12/25/98 16:35:00)
8374,    275,dst gw-others,obs,(12/25/98 16:35:00)
8401,  33978,ori router5,obs,(12/25/98 16:40:00)
8402,  38260,ori r4-local,obs,(12/25/98 16:40:00)
8403,  10160,ori switch,obs,(12/25/98 16:40:00)
8404,   5484,ori r4-others,obs,(12/25/98 16:40:00)
8405,  38144,ori gw1,obs,(12/25/98 16:40:00)
8406,  27363,ori gw2,obs,(12/25/98 16:40:00)
8407,  90158,ori gw3,obs,(12/25/98 16:40:00)
8408,    767,ori gw-others,obs,(12/25/98 16:40:00)
8409,   9697,dst router5,obs,(12/25/98 16:40:00)
8410,  41891,dst r4-local,obs,(12/25/98 16:40:00)
8411,  34737,dst switch,obs,(12/25/98 16:40:00)
8412,  16212,dst r4-others,obs,(12/25/98 16:40:00)
8413,  72281,dst gw1,obs,(12/25/98 16:40:00)
8414,  23304,dst gw2,obs,(12/25/98 16:40:00)
8415,  45891,dst gw3,obs,(12/25/98 16:40:00)
8416,    293,dst gw-others,obs,(12/25/98 16:40:00)
8443,  43508,ori router5,obs,(12/25/98 16:44:59)
8444,  67440,ori r4-local,obs,(12/25/98 16:44:59)
8445,  11404,ori switch,obs,(12/25/98 16:44:59)
8446,   7966,ori r4-others,obs,(12/25/98 16:44:59)
8447,  22892,ori gw1,obs,(12/25/98 16:44:59)
8448,  34078,ori gw2,obs,(12/25/98 16:44:59)
8449, 111672,ori gw3,obs,(12/25/98 16:44:59)
8450,    537,ori gw-others,obs,(12/25/98 16:44:59)
8451,  16531,dst router5,obs,(12/25/98 16:44:59)
8452,  67141,dst r4-local,obs,(12/25/98 16:44:59)
